date,daily_score,daily_pos_count,daily_neg_count,sentiment_5dma,sentiment_vol,sentiment_momentum,sentiment_available
2008-12-08,0.18490421279467992,0,0,0.1640335342482815,0.018083214075608662,0.02087067854639843,0
2008-12-10,0.17229589952678145,0,0,0.1676805785146419,0.017394788644509874,0.004615321012139545,0
2008-12-11,0.14097190684828753,0,0,0.16795114305711442,0.016851219076856265,-0.02697923620882689,0
2008-12-12,0.16734748699569427,0,0,0.16595420005925804,0.016033368055822325,0.0013932869364362277,0
2008-12-15,0.1740858975554415,0,0,0.16792108074417694,0.016371910116118927,0.006164816811264545,0
2008-12-16,0.21182871345130208,0,0,0.17330598087550136,0.02533093687557964,0.03852273257580072,0
2008-12-17,0.18299405476215172,0,0,0.1754456119225754,0.025673789446595863,0.007548442839576314,0
2008-12-18,0.15775633039831788,0,0,0.1788024966325815,0.02064403559570319,-0.021046166234263614,0
2008-12-19,0.15604916189493784,0,0,0.1765428316124302,0.022724828869500027,-0.020493669717492363,0
2008-12-22,0.20283795669529564,0,0,0.18229324344040104,0.025425048111060965,0.020544713254894598,0
2008-12-23,0.10517605866364517,0,0,0.16096271248286964,0.036692951401718535,-0.05578665381922447,0
2008-12-24,0.16454251594341826,0,0,0.15727240471912296,0.034802420258902046,0.0072701112242953,0
2008-12-26,0.0839849474345461,0,0,0.1425181281263686,0.047768210260086014,-0.058533180691822506,0
2008-12-29,0.09848104379213247,0,0,0.13100450450580753,0.05054840730241138,-0.032523460713675054,0
2008-12-30,0.11322961815069542,0,0,0.11308283679688749,0.030702348392976583,0.000146781353807926,0
2008-12-31,0.08957414890730218,0,0,0.10996245484561888,0.03244993888903125,-0.020388305938316698,0
2009-01-02,0.12815129533640623,0,0,0.10268421072421648,0.018020688091146805,0.025467084612189758,0
2009-01-05,0.15803252849669155,0,0,0.11749372693664557,0.02700067488762578,0.04053880156004598,0
2009-01-06,0.14294250146726914,0,0,0.1263860184716729,0.026490279059432006,0.016556482995596228,0
2009-01-07,0.00993190771725774,0,0,0.10572647638498538,0.05929022934814818,-0.09579456866772763,0
2009-01-09,-0.07022962113636663,0,0,0.0737657223762516,0.09956596654051438,-0.14399534351261822,0
2009-01-12,-0.07328021504704202,0,0,0.033479420299561954,0.11203047940628341,-0.10675963534660397,0
2009-01-13,-0.19777786042959972,0,0,-0.0376826574856963,0.12534907241291365,-0.16009520294390342,0
2009-01-14,-0.19238234310245497,0,0,-0.10474762639964112,0.08897689900349066,-0.08763471670281385,0
2009-01-15,-0.010593633646489456,0,0,-0.10885273467239057,0.08260882740595298,0.09825910102590112,0
2009-01-16,0.00819416465843696,0,0,-0.09316797751342984,0.09782004800859143,0.1013621421718668,0
2009-01-19,0.004110355872416414,0,0,-0.07768986332953816,0.10740663169303485,0.08180021920195457,0
2009-01-20,-0.008538970637291076,0,0,-0.039842085371076426,0.08564926379899321,0.03130311473378535,0
2009-01-21,-0.017157964812852405,0,0,-0.004797209713155912,0.010589004964905861,-0.012360755099696492,0
2009-01-22,-0.015641539014843494,0,0,-0.005806790786826719,0.011482734674873301,-0.009834748228016775,0
2009-01-23,0.23165555165530968,0,0,0.03888548661254783,0.10808879661124356,0.19277006504276184,0
2009-01-27,0.03288766168984128,0,0,0.0446409477760328,0.10652909148591219,-0.011753286086191521,0
2009-01-28,0.07568458948532485,0,0,0.06148565980055598,0.1026044244701915,0.014198929684768866,0
2009-01-29,0.021528171109077426,0,0,0.06922288698494196,0.09646648313160103,-0.04769471587586453,0
2009-01-30,0.04400747265921729,0,0,0.08115268931975411,0.08652365987365003,-0.03714521666053682,0
2009-02-02,0.008577671694890139,0,0,0.03653711332767019,0.025537464528861183,-0.027959441632780052,0
2009-02-03,-0.10660393702240087,0,0,0.008638793585221766,0.0692695982268857,-0.11524273060762263,0
2009-02-04,0.008842055391200174,0,0,-0.004729713233603169,0.05874612040108547,0.013571768624803342,0
2009-02-05,0.02498587986985487,0,0,-0.0040381714814476805,0.05915144859189237,0.02902405135130255,0
2009-02-06,-0.11662261704675614,0,0,-0.036164189422642365,0.06928571966979168,-0.08045842762411377,0
2009-02-09,0.013673125706180074,0,0,-0.035145098620384375,0.07014052842921235,0.04881822432656445,0
2009-02-10,0.016036615603481106,0,0,-0.010616988095207983,0.059547955818751996,0.02665360369868909,0
2009-02-11,-0.04406798820031596,0,0,-0.021198996813511208,0.05992548844361418,-0.022868991386804753,0
2009-02-12,-0.030706745581146114,0,0,-0.032337521903711405,0.0540862214599721,0.001630776322565291,0
2009-02-13,0.02006920287400672,0,0,-0.004999157919558834,0.03002846241182653,0.02506836079356555,0
2009-02-16,0.03513939386795498,0,0,-0.000705904287203854,0.03455836819539573,0.03584529815515883,0
2009-02-17,0.0019733727347683136,0,0,-0.0035185528609464126,0.033408213220657894,0.005491925595714726,0
2009-02-18,0.021573557284190966,0,0,0.009609756235954971,0.025436340287386252,0.011963801048235995,0
2009-02-19,0.018930699766627045,0,0,0.019537245305509605,0.011797394863547852,-0.0006065455388825601,0
2009-02-20,-0.030932511739511538,0,0,0.009336902382805955,0.02541354226043121,-0.04026941412231749,0
2009-02-24,-0.017720047286166832,0,0,-0.0012349858480184086,0.022863061778848764,-0.016485061438148423,0
2009-02-25,0.05470285484265746,0,0,0.00931091057355942,0.03410845633886217,0.04539194426909804,0
2009-02-26,0.1004569073045137,0,0,0.025087580577623968,0.053773252665530374,0.07536932672688973,0
